material_id,standard_id,first_seen,internal_name,language,size,direction,theme,optimization,stylization,pain_point,exercise_type,r_version,c_version,m_version,designer,designer_variant,serial_code,parse_status,channels,source_files,total_purchases,total_spend,total_impressions,avg_ctr,avg_roas,has_order
20251104_GrowMe_EN_9x16_FX-test_ZT- read_RS-P3X1R1C3_fj,20251104_GrowMe_EN_9x16_FX-test_ZT-read_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,9x16,test,read,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_9x16_FX-test_ZT- secret_RS-P3X1R1C3_fj,20251104_GrowMe_EN_9x16_FX-test_ZT-secret_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,9x16,test,secret,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_9x16_FX-test_ZT- ssby_RS-P3X1R1C3_fj,20251104_GrowMe_EN_9x16_FX-test_ZT-ssby_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,9x16,test,ssby,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_growme_EN_9x16_FX-story_ZT-50book_RS-P1X1R3C3_wxx,20251104_growme_EN_9x16_FX-story_ZT-50book_RS-P1X1R3C3_wxx,2025-11-04,growme,EN,9x16,story,50book,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_growme_EN_9x16_FX-story_ZT-mom_RS-P1X1R3C3_wxx,20251104_growme_EN_9x16_FX-story_ZT-mom_RS-P1X1R3C3_wxx,2025-11-04,growme,EN,9x16,story,mom,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_growme_EN_9x16_FX-story_ZT-sishu_RS-P1X1R3C3_wxx,20251104_growme_EN_9x16_FX-story_ZT-sishu_RS-P1X1R3C3_wxx,2025-11-04,growme,EN,9x16,story,sishu,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_growme_EN_9x16_FX-test_ZT-read_10k_RS-P1X1R3C1_gy,20251104_growme_EN_9x16_FX-test_ZT-read_10k_RS-P1X1R3C1_gy,2025-11-04,growme,EN,9x16,test,read_10k,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_growme_EN_9x16_FX-test_ZT-share_3k_RS-P1X1R3C1_gy,20251104_growme_EN_9x16_FX-test_ZT-share_3k_RS-P1X1R3C1_gy,2025-11-04,growme,EN,9x16,test,share_3k,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,20251105_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,2025-11-05,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,20251105_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,2025-11-05,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,20251105_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,2025-11-05,GrowMe,EN,4x5,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_4x5_FX-pic_ZT-test-5_RS-P3X1R1C3_gy,20251105_GrowMe_EN_4x5_FX-pic_ZT-test-5_RS-P3X1R1C3_gy,2025-11-05,GrowMe,EN,4x5,pic,test-5,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_9x16_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,20251105_GrowMe_EN_9x16_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,2025-11-05,GrowMe,EN,9x16,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_9x16_FX-test_ZT- fa_5565_RS-P3X1R1C3_fj,20251105_GrowMe_EN_9x16_FX-test_ZT-fa_5565_RS-P3X1R1C3_fj,2025-11-05,GrowMe,EN,9x16,test,fa_5565,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_GrowMe_EN_9x16_FX-test_ZT- pink_4443_RS-P3X1R1C3_fj,20251105_GrowMe_EN_9x16_FX-test_ZT-pink_4443_RS-P3X1R1C3_fj,2025-11-05,GrowMe,EN,9x16,test,pink_4443,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_Growme_EN_9x16_FX-scan_JB-102009-ZR_ZT-scan1_RS-P2X1R1C1_095KB-mia-JL,20251105_Growme_EN_9x16_FX-scan_jb-102009-zr_ZT-scan1_RS-P2X1R1C1_095KB-mia-JL,2025-11-05,Growme,EN,9x16,scan_jb-102009-zr,scan1,,P2X1R1C1,P2,X1,R1,C1,,095KB,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-bibLICAL_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-biblical_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,biblical,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-co_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-co_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,co,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-infj_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-infj_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,infj,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-inter_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-inter_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,inter,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-intp_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-intp_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,intp,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-mom2_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-mom2_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,mom2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-momneed_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-momneed_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,momneed,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-mood_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-mood_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,mood,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-xuqiu_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-xuqiu_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,xuqiu,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-pic_ZT-yuer_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-pic_ZT-yuer_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,pic,yuer,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-story_ZT-instead_RS-P1X1R3C3_wxx,20251105_growme_EN_9x16_FX-story_ZT-instead_RS-P1X1R3C3_wxx,2025-11-05,growme,EN,9x16,story,instead,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-test_ZT-book_RS-P1X1R3C1_gy,20251105_growme_EN_9x16_FX-test_ZT-book_RS-P1X1R3C1_gy,2025-11-05,growme,EN,9x16,test,book,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251105_growme_EN_9x16_FX-test_ZT-secret1_RS-P1X1R3C1_gy,20251105_growme_EN_9x16_FX-test_ZT-secret1_RS-P1X1R3C1_gy,2025-11-05,growme,EN,9x16,test,secret1,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_GrowMe_EN_9x16_FX-test_ZT- 278_RS-P3X1R1C3_fj,20251106_GrowMe_EN_9x16_FX-test_ZT-278_RS-P3X1R1C3_fj,2025-11-06,GrowMe,EN,9x16,test,278,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_GrowMe_EN_9x16_FX-test_ZT- 50_RS-P3X1R1C3_fj,20251106_GrowMe_EN_9x16_FX-test_ZT-50_RS-P3X1R1C3_fj,2025-11-06,GrowMe,EN,9x16,test,50,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_GrowMe_EN_9x16_FX-test_ZT- dzb_RS-P3X1R1C3_fj,20251106_GrowMe_EN_9x16_FX-test_ZT-dzb_RS-P3X1R1C3_fj,2025-11-06,GrowMe,EN,9x16,test,dzb,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-pic_ZT-truma_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-pic_ZT-truma_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,pic,truma,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-pic_ZT-zongjiao2_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-pic_ZT-zongjiao2_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,pic,zongjiao2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-pic_ZT-zongjiao3_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-pic_ZT-zongjiao3_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,pic,zongjiao3,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-pic_ZT-zongjiao4_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-pic_ZT-zongjiao4_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,pic,zongjiao4,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-pic_ZT-zongjiao_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-pic_ZT-zongjiao_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,pic,zongjiao,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-story_ZT-6monthes_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-story_ZT-6monthes_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,story,6monthes,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-story_ZT-mbti2_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-story_ZT-mbti2_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,story,mbti2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-story_ZT-mbti_RS-P1X1R3C3_wxx,20251106_growme_EN_9x16_FX-story_ZT-mbti_RS-P1X1R3C3_wxx,2025-11-06,growme,EN,9x16,story,mbti,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-test_ZT-forgive_RS-P1X1R3C1_gy,20251106_growme_EN_9x16_FX-test_ZT-forgive_RS-P1X1R3C1_gy,2025-11-06,growme,EN,9x16,test,forgive,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251106_growme_EN_9x16_FX-test_ZT-work_RS-P1X1R3C1_gy,20251106_growme_EN_9x16_FX-test_ZT-work_RS-P1X1R3C1_gy,2025-11-06,growme,EN,9x16,test,work,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_GrowMe_EN_9x16_FX-test_ZT- 278_RS-P3X1R1C3_fj,20251107_GrowMe_EN_9x16_FX-test_ZT-278_RS-P3X1R1C3_fj,2025-11-07,GrowMe,EN,9x16,test,278,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_growme_EN_9x16_FX-pic_ZT-man_RS-P1X1R3C3_wxx,20251107_growme_EN_9x16_FX-pic_ZT-man_RS-P1X1R3C3_wxx,2025-11-07,growme,EN,9x16,pic,man,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_growme_EN_9x16_FX-pic_ZT-mom_RS-P1X1R3C3_wxx,20251107_growme_EN_9x16_FX-pic_ZT-mom_RS-P1X1R3C3_wxx,2025-11-07,growme,EN,9x16,pic,mom,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_growme_EN_9x16_FX-story_ZT-parenting_RS-P1X1R3C3_wxx,20251107_growme_EN_9x16_FX-story_ZT-parenting_RS-P1X1R3C3_wxx,2025-11-07,growme,EN,9x16,story,parenting,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C1_gy,20251107_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C1_gy,2025-11-07,growme,EN,9x16,test,scan,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,20251107_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,2025-11-07,growme,EN,9x16,test,share,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251107_growme_EN_9x16_FX-test_ZT-week_RS-P1X1R3C1_gy,20251107_growme_EN_9x16_FX-test_ZT-week_RS-P1X1R3C1_gy,2025-11-07,growme,EN,9x16,test,week,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251110_GrowMe_EN_9x16_FX-test_ZT- read_RS-P3X1R1C3_fj,20251110_GrowMe_EN_9x16_FX-test_ZT-read_RS-P3X1R1C3_fj,2025-11-10,GrowMe,EN,9x16,test,read,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251110_growme_EN_9x16_FX-test_ZT-scan_87k_RS-P1X1R3C1_gy,20251110_growme_EN_9x16_FX-test_ZT-scan_87k_RS-P1X1R3C1_gy,2025-11-10,growme,EN,9x16,test,scan_87k,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,20251111_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,20251111_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,20251111_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,4x5,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_4x5_FX-pic_ZT-test-6_RS-P3X1R1C3_gy,20251111_GrowMe_EN_4x5_FX-pic_ZT-test-6_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,4x5,pic,test-6,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_4x5_FX-pic_ZT-test-8_RS-P3X1R1C3_gy,20251111_GrowMe_EN_4x5_FX-pic_ZT-test-8_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,4x5,pic,test-8,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_4x5_FX-pic_ZT-test-9_RS-P3X1R1C3_gy,20251111_GrowMe_EN_4x5_FX-pic_ZT-test-9_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,4x5,pic,test-9,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-pic_ZT-test-10_RS-P3X1R1C3_gy,20251111_GrowMe_EN_9x16_FX-pic_ZT-test-10_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,9x16,pic,test-10,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,20251111_GrowMe_EN_9x16_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,2025-11-11,GrowMe,EN,9x16,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-pic_ZT-test-7_RS-P3X1R1C3_gy.jpg,20251111_GrowMe_EN_9x16_FX-pic_ZT-test-7_RS-P3X1R1C3_gy.jpg,2025-11-11,GrowMe,EN,9x16,pic,test-7,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-test_ZT- 10day_RS-P3X1R1C3_fj,20251111_GrowMe_EN_9x16_FX-test_ZT-10day_RS-P3X1R1C3_fj,2025-11-11,GrowMe,EN,9x16,test,10day,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-test_ZT- challenge_RS-P3X1R1C3_fj,20251111_GrowMe_EN_9x16_FX-test_ZT-challenge_RS-P3X1R1C3_fj,2025-11-11,GrowMe,EN,9x16,test,challenge,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-test_ZT- driving_RS-P3X1R1C3_fj,20251111_GrowMe_EN_9x16_FX-test_ZT-driving_RS-P3X1R1C3_fj,2025-11-11,GrowMe,EN,9x16,test,driving,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_GrowMe_EN_9x16_FX-test_ZT- read_RS-P3X1R1C3_fj,20251111_GrowMe_EN_9x16_FX-test_ZT-read_RS-P3X1R1C3_fj,2025-11-11,GrowMe,EN,9x16,test,read,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_growme_EN_1x1_FX-test_ZT-50_RS-P1X1R3C1_gy,20251111_growme_EN_1x1_FX-test_ZT-50_RS-P1X1R3C1_gy,2025-11-11,growme,EN,1x1,test,50,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_growme_EN_9x16_FX-test_ZT-flirt_RS-P1X1R3C1_gy,20251111_growme_EN_9x16_FX-test_ZT-flirt_RS-P1X1R3C1_gy,2025-11-11,growme,EN,9x16,test,flirt,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,20251111_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,2025-11-11,growme,EN,9x16,test,read,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C3_wxx,20251111_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C3_wxx,2025-11-11,growme,EN,9x16,test,scan,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,20251111_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,2025-11-11,growme,EN,9x16,test,share,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251111_growme_EN_9x16_FX-test_ZT-yuyan_RS-P1X1R3C3_wxx,20251111_growme_EN_9x16_FX-test_ZT-yuyan_RS-P1X1R3C3_wxx,2025-11-11,growme,EN,9x16,test,yuyan,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251112_GrowMe_EN_1x1_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,20251112_GrowMe_EN_1x1_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,2025-11-12,GrowMe,EN,1x1,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251112_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,20251112_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,2025-11-12,GrowMe,EN,4x5,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251112_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,20251112_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,2025-11-12,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251112_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_fj,20251112_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_fj,2025-11-12,GrowMe,EN,4x5,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251112_GrowMe_EN_4x5_FX-pic_ZT-test-5_RS-P3X1R1C3_fj,20251112_GrowMe_EN_4x5_FX-pic_ZT-test-5_RS-P3X1R1C3_fj,2025-11-12,GrowMe,EN,4x5,pic,test-5,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251112_GrowMe_EN_4x5_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,20251112_GrowMe_EN_4x5_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,2025-11-12,GrowMe,EN,4x5,pic,test-6,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
